region,fio,pol,born,info,deputat,party,place,okrug,n_okrug,year,status,comment,vydvinut
Брестская область,Радковец Игорь Сергеевич,м,1967,"РАДКОВЕЦ Игорь Сергеевич, 1967 года рождения, военно-политическая общевойсковая, учитель, Психолог в/ч 92616, г.Брест, Беспартийный",0,None,г.Брест,Дрогичинский № 9,9,2000,0,,
Брестская область,Клюкач Федор Иванович,м,1944,"КЛЮКАЧ Федор Иванович, 1944 года рождения, инженер-механик, менеджер-экономист, Председатель комитета по труду Брестского облисполкома, г.Брест, Беспартийный",0,None,г.Брест,Ивацевичский № 10,10,2000,0,,
Брестская область,Тураленко Сергей Николаевич,м,1959,"ТУРАЛЕНКО Сергей Николаевич, 1959 года рождения, инженер-механик, Ведущий инженер-инспектор Республиканской инспекции котлонадзора, стандартизации и метрологии Минсельхозпрода по Березовскому и Ивацевичскому районам, г.Ивацевичи, Член ПКБ",0,Партия коммунистов белорусская,г.Ивацевичи,Ивацевичский № 10,10,2000,0,,
Брестская область,Чиркун Владимир Владимирович,м,1936,"ЧИРКУН Владимир Владимирович, 1936 года рождения, инженер-экономист, Сторож Ганцевичского профессионального лицея сельскохозяйственного производства, г.Ганцевичи, Член ЛДП",0,Либерально-демократическая партия,г.Ганцевичи,Ивацевичский № 10,10,2000,0,,
Брестская область,Дмитрук Георгий Романович,м,1968,"ДМИТРУК Георгий Романович, 1968 года рождения, экономист, Директор по внешнеэкономической деятельности ООО ""Омега"", г.Кобрин, Беспартийный",0,None,г.Кобрин,Кобринский № 11,11,2000,0,,
Брестская область,Дубчук Анатолий Антонович,м,1954,"ДУБЧУК Анатолий Антонович, 1954 года рождения, учитель, Управляющий отделением ОАО ""Белвнешэкономбанк"" г.Кобрина, г.Кобрин, Беспартийный",0,None,г.Кобрин,Кобринский № 11,11,2000,0,,
Брестская область,Надольский Владимир Николаевич,м,1957,"НАДОЛЬСКИЙ Владимир Николаевич, 1957 года рождения, учитель, Учитель истории Ореховской СШ Кобринского района, пос.Ореховский Кобринского района, Член ЛДП",0,Либерально-демократическая партия,пос.Ореховский Кобринского района,Кобринский № 11,11,2000,0,,
Брестская область,Богданец Юрий Иванович,м,1969,"БОГДАНЕЦ Юрий Иванович, 1969 года рождения, юрист, Секретарь ЦК Белорусского союза ""Айчына"", г.Минск, Беспартийный",0,None,г.Минск,Лунинецкий № 12,12,2000,0,,
Брестская область,Волчик Александр Иванович,м,1949,"ВОЛЧИК Александр Иванович, 1949 года рождения, экономист-менеджер, Председатель Лунинецкого райисполкома, г.Лунинец, Беспартийный",0,None,г.Лунинец,Лунинецкий № 12,12,2000,0,,
Брестская область,Дашкевич Юрий Владимирович,м,1962,"ДАШКЕВИЧ Юрий Владимирович, 1962 года рождения, горный инженер, Временно не работает, р.п. Микашевичи Лунинецкого района, Член ЛДП",0,Либерально-демократическая партия,р.п. Микашевичи Лунинецкого района,Лунинецкий № 12,12,2000,0,,
Брестская область,Юрко Мария Даниловна,ж,1950,"ЮРКО Мария Даниловна, 1950 года рождения, журналист, Собственный коррреспондент газеты ""Брестский курьер"", г.Лунинец, Беспартийная",0,None,г.Лунинец,Лунинецкий № 12,12,2000,0,,
Брестская область,Новик Анатолий Николаевич,м,1963,"НОВИК Анатолий Николаевич, 1963 года рождения, культработник, Художественный руководитель Домачевского поселкового Дома культуры Брестского района, г.п.Домачево Брестского района, Член ПКБ",0,Партия коммунистов белорусская,.п.Домачево Брестского района,Мухавецкий № 13,13,2000,0,,
Брестская область,Ярошевич Александр Петрович,м,1959,"ЯРОШЕВИЧ Александр Петрович, 1959 года рождения, агроном, Временно не работает, д.Тельмы-1 Брестского района, Член ЛДП",0,Либерально-демократическая партия,д.Тельмы-1 Брестского района,Мухавецкий № 13,13,2000,0,,
Брестская область,Богданович Николай Николаевич,м,1954,"БОГДАНОВИЧ Николай Николаевич, 1954 года рождения, техник-механик, Председатель профкома государственного предприятия ""Завод Камертон"", г.Пинск, Беспартийный",0,None,г.Пинск,Пинский городской № 14,14,2000,0,,
Брестская область,Ваткевич Анатолий Анатольевич,м,1970,"ВАТКЕВИЧ Анатолий Анатольевич, 1970 года рождения, учитель, Заместитель директора по воспитательной работе СШ № 18, г.Пинск, Член ПКБ",0,Партия коммунистов белорусская,г.Пинск,Пинский городской № 14,14,2000,0,,
Брестская область,Ворон Вячеслав Алексеевич,м,1936,"ВОРОН Вячеслав Алексеевич, 1936 года рождения, учитель, Директор гимназии № 3 им.В.З.Коржа, г.Пинск, Член КПБ",0,Коммунистическая партия Беларуси,г.Пинск,Пинский городской № 14,14,2000,0,,
Брестская область,Малецкий Юрий Степанович,м,1956,"МАЛЕЦКИЙ Юрий Степанович, 1956 года рождения, инженер, Временно не работает, г.Брест, Член ЛДП",0,Либерально-демократическая партия,г.Брест,Пинский городской № 14,14,2000,0,,
Брестская область,Трещанский Константин Борисович,м,1964,"ТРЕЩАНСКИЙ Константин Борисович, 1964 года рождения, юрист, Юрисконсульт частной производственно-коммерческой фирмы ""Римпис-Пинск"", юрисконсульт общественного объединения ""Союз предпринимателей Брестской области"", г.Пинск, Беспартийный",0,None,г.Пинск,Пинский городской № 14,14,2000,0,,
Брестская область,Тихинский Станислав Станиславович,м,1954,"ТИХИНСКИЙ Станислав Станиславович, 1954 года рождения, работник культуры, Директор Приозерновского сельского Дома культуры, г.Барановичи, Член ЛДП",0,Либерально-демократическая партия,г.Барановичи,Барановичский-Западный № 4,4,2000,0,,
Гомельская область,Кулик Виталий Васильевич,м,1958,"КУЛИК Виктор Васильевич, 1958 года рождения, экономист-менеджер, Директор ООО ""Речицкий комбинат хлебопродуктов"", г.Речица, Член Аграрной партии",0,Белорусская аграрная партия,г.Речица,Хойницкий № 49,49,2000,1,,
Брестская область,Биккинин Борис Степанович,м,1947,"БИКИНИН Борис Степанович, 1947 года рождения, военнослужащий, Заместитель Министра по чрезвычайным ситуациям Республики Беларусь, г.Барановичи, Беспартийный",0,None,г.Барановичи,Барановичский сельский № 6,6,2000,1,,
Брестская область,Кибак Иван Алексеевич,м,1963,"КИБАК Иван Алексеевич, 1963 года рождения, инженер-гидротехник, юрист, Старший преподаватель Академии МВД Республики Беларусь, д.Рахманьки Минского района, Беспартийный",0,None,д.Рахманьки Минского района,Пинский сельский № 15,15,2000,1,,
Витебская область,Голубева Татьяна Геннадьевна,ж,1947,"ГОЛУБЕВА Татьяна Геннадьевна, 1947 года рождения, инженер-технолог, Заместитель Министра архитектуры и строительства Республики Беларусь, г..Минск, Беспартийная",0,None,г. Минск,Витебский сельский № 21,21,2000,1,,
Витебская область,Ананьев Роман Владиславович,м,1964,"АНАНЬЕВ Роман Владиславович, 1964 года рождения, техник-механик, Президент ЗАО ""Белнефтегаз"", г.Минск, Беспартийный",0,None,г.Минск,Лепельский № 23,23,2000,1,,
Витебская область,Ткачук Наталья Александровна,ж,1948,"ТКАЧУК Наталья Александровна, 1948 года рождения, врач, Главный врач Дисненской районной больницы Миорского территориального медицинского объединения, г.Дисна, Беспартийная",0,None,г.Дисна,Миорский № 24,24,2000,1,,
Витебская область,Новожилов Лев Витальевич,м,1937,"НОВОЖИЛОВ Лев Витальевич, 1937 года рождения, инженер-механик, Заместитель директора Новополоцкого государственного дочернего предприятия ""Хоккейный клуб ""Химик"" производственного объединения ""Полимир"", г.Новополоцк, Беспартийный",0,None, г.Новополоцк,Новополоцкий № 25,25,2000,1,,
Витебская область,Печеньков Владимир Петрович,м,1952,"ПЕЧЕНЬКОВ Владимир Петрович, 1952 года рождения, учитель, Директор школы-гимназии № 19 г. Орши, г.Орша, Беспартийный",0,None,г.Орша,Оршанский городской № 26,26,2000,1,,
Витебская область,Жвиков Владимир Владимирович,м,1950,"ЖВИКОВ Владимир Владимирович, 1950 года рождения, инженер, Начальник локомотивного депо Орша, г.Орша, Беспартийный",0,None,г.Орша,Оршанский-Днепровский № 27,27,2000,1,,
Витебская область,Исаев Владимир Михайлович,м,1954,"ИСАЕВ Владимир Михайлович, 1954 года рождения, врач, Главный врач Полоцкого территориального медицинского объединения, г.Полоцк, Беспартийный",0,None,г.Полоцк,Полоцкий городской № 28,28,2000,1,,
Витебская область,Лекторов Валерий Николаевич,м,1947,"ЛЕКТОРОВ Валерий Николаевич, 1947 года рождения, врач, Начальник управления здравоохранения Витебского облисполкома, г.Витебск, Беспартийный",0,None,г.Витебск,Шумилинский № 32,32,2000,1,,
Гомельская область,Логвин Валерий Николаевич,м,1945,"ЛОГВИН Валерий Николаевич, 1945 года рождения, журналист, Главный редактор газеты ""Гомельская правда"", г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Юбилейный № 33,33,2000,1,,
Гомельская область,Астапченко Юрий Леонидович,м,1945,"АСТАПЧЕНКО Юрий Леонидович, 1945 года рождения, экономист, Генеральный директор - председатель совета директоров концерна ""Белресурсы"", г.Минск, Беспартийный",0,None,г.Минск,Гомельский-Сельмашевский № 34,34,2000,1,,
Гомельская область,Дервенков Владимир Иванович,м,1957,"ДЕРВЕНКОВ Владимир Иванович, 1957 года рождения, инженер, менеджер-экономист, Глава администрации Центрального района г.Гомеля, г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Центральный № 35,35,2000,1,,
Гомельская область,Порошин Сергей Иванович,м,1960,"ПОРОШИН Сергей Иванович, 1960 года рождения, преподаватель, Заместитель главы администрации Советского района г.Гомеля, г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Советский № 36,36,2000,1,,
Гомельская область,Глуховский Леонид Викторович,м,1961,"ГЛУХОВСКИЙ Леонид Викторович, 1961 года рождения, юрист, Заместитель Министра внутренних дел - начальник Следственного комитета при Министерстве внутренних дел., г.Минск, Беспартийный",0,None,г. Минск,Гомельский-Промышленный № 37,37,2000,1,,
Гомельская область,Бородко Николай Иванович,м,1952,"БОРОДКО Николай Иванович, 1952 года рождения, врач, Врач территориального медицинского объединения № 3, г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский-Новобелицкий № 38,38,2000,1,,
Гомельская область,Соловьев Анатолий Михайлович,м,1954,"СОЛОВЬЕВ Анатолий Михайлович, 1954 года рождения, юрист, Заместитель начальника управления внутренних дел Гомельского облисполкома, г.Гомель, Беспартийный",0,None,г.Гомель,Гомельский сельский № 39,39,2000,1,,
Гомельская область,Жукевич Михаил Григорьевич,м,1962,"ЖУКЕВИЧ Михаил Григорьевич, 1962 года рождения, физик, Первый секретарь Гомельского областного комитета общественного объединения ""Белорусский союз молодежи"", заместитель председателя областного Совета Белорусского Союза ветеранов войны в Афганистане, г.Гомель, Беспартийный",0,None,г.Гомель,Житковичский № 41,41,2000,1,,
Гомельская область,Мельников Иван Васильевич,м,1957,"МЕЛЬНИКОВ Иван Васильевич, 1957 года рождения, инженер-механик, Начальник цеха республиканского унитарного предприятия ""Белорусский металлургический завод"", г.Жлобин, Беспартийный",0,None,г.Жлобин,Жлобинский № 42,42,2000,1,,
Гомельская область,Миронович Михаил Сергеевич,м,1963,"МИРОНОВИЧ Михаил Сергеевич, 1963 года рождения, юрист, Прокурор прокуратуры Октябрьского района Гомельской области, г.п.Октябрьский, Беспартийный",0,None,г.п.Октябрьский,Калинковичский № 43,43,2000,1,,
Гомельская область,Поплавский Михаил Иванович,м,1946,"ПОПЛАВСКИЙ Михаил Иванович, 1946 года рождения, инженер-механик, Директор Рогачевского завода ""Диапроектор"", г.Рогачев, Беспартийный",0,None,г.Рогачев,Рогачевский № 47,47,2000,1,,
Гомельская область,Попруга Валентин Алексеевич,м,1951,"ПОПРУГА Валентин Алексеевич, 1951 года рождения, агроном, менеджер-экономист, Председатель колхоза ""Прогресс"" Светлогорского района, д.Печищи, Член Аграрной партии",0,Белорусская аграрная партия,"Светлогорского района, д.Печищи",Светлогорский № 48,48,2000,1,,
Гродненская область,Лукашевич Владимир Васильевич,м,1943,"ЛУКАШЕВИЧ Владимир Васильевич, 1943 года рождения, учитель, Председатель Волковысского райисполкома, г.Волковыск,, Беспартийный",0,None,г.Волковыск,Волковысский № 50,50,2000,1,,
Гродненская область,Каменецкий Сергей Владимирович,м,1961,"КАМЕНЕЦКИЙ Сергей Владимирович, 1961 года рождения, инженер, Председатель Гродненской областной организации общественного объединения ""Белорусский Союз ветеранов войны в Афганистане"", д. Плебанишки, Беспартийный",0,None,д. Плебанишки,Гродненский-Занеманский № 51,51,2000,1,,
Гродненская область,Лосев Андрей Тихонович,м,1961,"ЛОСЕВ Андрей Тихонович, 1961 года рождения, инженер-металург, экономист-менеджер, Директор ОАО ""Гроднооптторг"", г.Гродно, Член КПБ",0,Коммунистическая партия Беларуси,г.Гродно,Гродненский-Центральный № 52,52,2000,1,,
Гродненская область,Бурова Анна Николаевна,ж,1951,"БУРОВА Анна Николаевна, 1951 года рождения, химик, Директор дочернего унитарного предприятия ""Производственный торговый комбинат ""Волна"" Гродненского республиканского унитарного предприятия ""Радиоволна"", г.Гродно, Беспартийная",0,None,г.Гродно,Гродненский-Северный № 53,53,2000,1,,
Гродненская область,Фролов Валерий Дмитриевич,м,1947,"ФРОЛОВ Валерий Дмитриевич, 1947 года рождения, военнослужащий, Находится в распоряжении Министра обороны Республики Беларусь, г.Гродно, Беспартийный",0,None,г.Гродно,Гродненский сельский № 54,54,2000,1,,
Гродненская область,Дунич Николай Владимирович,м,1950,"ДУНИЧ Николай Владимирович, 1950 года рождения, экономист-менеджер, Председатель Ивьевского райисполкома, Ивьевский район, д.Трабы,, Беспартийный",0,None,"Ивьевский район, д.Трабы",Ивьевский № 55,55,2000,1,,
Гродненская область,Скребец Сергей Николаевич,м,1963,"СКРЕБЕЦ Сергей Николаевич, 1963 года рождения, инженер, Генеральный директор ЗАО ""Торговый дом ""БелБабаевское"", г.Минск, Беспартийный",0,None,г.Минск,Лидский городской № 56,56,2000,1,,
Гродненская область,Орда Михаил Сергеевич,м,1966,"ОРДА Михаил Сергеевич, 1966 года рождения, врач, Второй секретарь ЦК БПСМ, г.Минск, Беспартийный",0,None,г.Минск,Лидский сельский № 57,57,2000,1,,
Гродненская область,Дылевский Геннадий Юльянович,м,1962,"ДЫЛЕВСКИЙ Геннадий Юльянович, 1962 года рождения, юрист, Генеральный директор ГАА ""Владыко"" г.Минск, г.Минск, Беспартийный",0,None,г.Минск,Мостовский № 58,58,2000,1,,
Гродненская область,Протащик Мария Семеновна,ж,1948,"ПРОТАЩИК Мария Семеновна, 1948 года рождения, юрист, Председатель Комитета государственного контроля Гродненской области, г.Гродно, Беспартийная",0,None,г.Гродно,Новогрудский № 59,59,2000,1,,
Гродненская область,Зданович Станислав Тадеушевич,м,1952,"ЗДАНОВИЧ Станислав Тадеушевич, 1952 года рождения, агроном, Председатель Слонимского райисполкома, г.Слоним, Беспартийный",0,None,г.Слоним,Слонимский № 60,60,2000,1,,
Гродненская область,Часнойть Роберт Александрович,м,1954,"ЧАСНОЙТЬ Роберт Александрович, 1954 года рождения, врач, Начальник управления охраны здоровья Гродненского облисполкома, г.Гродно, Беспартийный",0,None,г.Гродно,Сморгонский № 61,61,2000,1,,
Гродненская область,Семенюк Владимир Дмитриевич,м,1956,"СЕМЕНЮК Владимир Дмитриевич, 1956 года рождения, инженер, Директор государственного лесохозяйственного учреждения ""Щучинский лесхоз"", г.Щучин, Беспартийный",0,None,г.Щучин,Щучинский № 62,62,2000,1,,
Могилевская область,Винокурова Мария Михайловна,ж,1939,"ВИНОКУРОВА Мария Михайловна, 1939 года рождения, инженер-строитель, Директор Арендного предприятия ""Бобруйский завод крупнопанельного домостроительства"", г.Бобруйск, Беспартийная",0,None,г.Бобруйск,Бобруйский-Первомайский № 64,64,2000,1,,
Могилевская область,Морозов Владимир Иванович,м,1950,"МОРОЗОВ Владимир Иванович, 1950 года рождения, учитель, Военнослужащий, заместитель начальника Управления комитета государственной безопасности Республики Беларусь по Могилевской области, г.Могилев, Беспартийный",0,None,г.Могилев,Быховский № 66,66,2000,1,,
Могилевская область,Аникеев Михаил Михайлович,м,1949,"АНИКЕЕВ Михаил Михайлович, 1949 года рождения, агроном, Доцент кафедры растениеводства БСХА г.Горки, г.Горки, Член КПБ",0,Коммунистическая партия Беларуси,г.Горки,Горецкий № 67,67,2000,1,,
Могилевская область,Чечора Александр Васильевич,м,1956,"ЧЕЧОРА Александр Васильевич, 1956 года рождения, экономист, ""Облнефтепродукт"", г.Могилев, Беспартийный",0,None,г.Могилев,Кричевский № 69,69,2000,1,,
Могилевская область,Архипов Александр Михайлович,м,1959,"АРХИПОВ Александр Михайлович, 1959 года рождения, юрист, Прокурор прокуратуры Ленинского района, г.Могилев, Беспартийный",0,None,г.Могилев,Могилевский-Ленинский № 70,70,2000,1,,
Могилевская область,Авдеева Наталья Петровна,ж,1957,"АВДЕЕВА Наталья Петровна, 1957 года рождения, учитель, режиссер, Председатель Могилевского обкома профсоюза работников культуры, г.Могилев, Беспартийная",0,None,г.Могилев,Могилевский-Центральный № 71,71,2000,1,,
Могилевская область,Пенькова Зинаида Васильевна,ж,1950,"ПЕНЬКОВА Зинаида Васильевна, 1950 года рождения, учитель, Председатель Могилевского городского Совета депутатов, г.Могилев, Беспартийная",0,None,г.Могилев,Могилевский-Октябрьский № 72,72,2000,1,,
Могилевская область,Липкин Валерий Федорович,м,1951,"ЛИПКИН Валерий Федорович, 1951 года рождения, агроном, Генеральный директор агроторговой фирмы ""Днепр"", д.Кадино, Беспартийный",0,None,д.Кадино,Могилевский № 73,73,2000,1,,
Могилевская область,Попов Вадим Александрович,м,1940,"ПОПОВ Вадим Александрович, 1940 года рождения, инженер-механик, Министр сельского хозяйства и продовольствия Республики Беларусь, г.Могилев, Беспартийный",0,None,г.Могилев,Осиповичский № 74,74,2000,1,,
Минская область,Иваненко Петр Иванович,м,1951,"ИВАНЕНКО Петр Иванович, 1951 года рождения, юрист, Заместитель Генерального прокурора Республики Беларусь, г. Минск, Беспартийный",0,None,г. Минск,Березинский № 76,76,2000,1,,
Минская область,Синяк Эдуард Павлович,м,1952,"СИНЯК Эдуард Павлович, 1952 года рождения, врач, Главврач Борисовского районного территориального медицинского объединения, г. Борисов Минской области, Беспартийный",0,None,г. Борисов Минской области,Борисовский сельский № 78,78,2000,1,,
Минская область,Баслык Игорь Владимирович,м,1962,"БАСЛЫК Игорь Владимирович, 1962 года рождения, инженер-экономист, Директор птицефабрики ""Заря коммунизма"", д. Выгаловичи Мядельского района Минской области, Беспартийный",0,None,д. Выгаловичи Мядельского района,Вилейский № 79,79,2000,1,,
Минская область,Боровой Михаил Иванович,м,1956,"БОРОВОЙ Михаил Иванович, 1956 года рождения, инженер, Президент ЗАО ""БелАвтогаз"", г. Минск, Беспартийный",0,None,г. Минск,Дзержинский № 80,80,2000,1,,
Минская область,Лойко Владимир Викентьевич,м,1957,"ЛОЙКО Владимир Викентьевич, 1957 года рождения, инженер-строитель, Заместитель генерального директора ПО ""БелАЗ"", г. Жодино Минской области, Беспартийный",0,None,г. Жодино Минской области,Жодинский № 81,81,2000,1,,
Минская область,Дубовик Сергей Валентинович,м,1952,"ДУБОВИК Сергей Валентинович, 1952 года рождения, учитель, менеджер-экономист, Главный редактор газеты ""Республика"", г. Минск, Беспартийный",0,None,г. Минск,Копыльский № 82,82,2000,1,,
Минская область,Порфенович Виктор Петрович,м,1944,"ПОРФЕНОВИЧ Виктор Петрович, 1944 года рождения, врач, Главврач Логойского районного территориального медицинского объединения, г. Логойск Минской области, Беспартийный",0,None,г. Логойск Минской области,Логойский № 83,83,2000,1,,
Минская область,Семененя Иван Георгиевич,м,1956,"СЕМЕНЕНЯ Иван Георгиевич, 1956 года рождения, юрист, правовед, Заведующий Любанской юридической консультацией, г. Любань Минской области, Беспартийный",0,None,г. Любань Минской области,Любанский № 84,84,2000,1,,
Минская область,Делендик Владимир Викторович,м,1952,"ДЕЛЕНДИК Владимир Викторович, 1952 года рождения, бухгалтер-экономист, Генеральный директор производственного унитарного частного предприятия ""Дарида"", г. Минск, Беспартийный",0,None,г. Минск,Минский сельский № 85,85,2000,1,,
Минская область,Говорушкин Станислав Николаевич,м,1961,"ГОВОРУШКИН Станислав Николаевич, 1961 года рождения, врач, Начальник управления охраны здоровья Минского облисполкома, г. Минск, Беспартийный",0,None,г. Минск,Молодечненский городской № 86,86,2000,1,,
Минская область,Кебич Вячеслав Францевич,м,1936,"КЕБИЧ Вячеслав Францевич, 1936 года рождения, экономист, Президент Белорусского торгово-финансового союза, г. Минск, Беспартийный",0,None,г. Минск,Молодечненский сельский № 87,87,2000,1,,
Минская область,Янчевский Всеволод Вячеславович,м,1976,"ЯНЧЕВСКИЙ Всеволод Вячеславович, 1976 года рождения, юрист, Первый секретарь ЦК БПСМ, г. Минск, Беспартийный",0,None,г. Минск,Слуцкий № 90,90,2000,1,,
Минская область,Калугин Петр Алексеевич,м,1941,"КАЛУГИН Петр Алексеевич, 1941 года рождения, инженер-шахтостроитель, Генеральный директор ПО ""Беларуськалий"", г. Солигорск Минской области, Беспартийный",0,None,г. Солигорск Минской области,Солигорский городской № 91,91,2000,1,,
Минск,Холопик Кирилл Вадимович,м,1967,"ХОЛОПИК Кирилл Вадимович, 1967 года рождения, юрист, инженер-электрик, Заместитель генерального директора республиканского унитарного предприятия ""Институт недвижимости и оценки, г.Минск, Беспартийный",0,None,г.Минск,Шабановский № 93,93,2000,1,,
Минск,Заболотец Сергей Макарович,м,1955,"ЗАБОЛОТЕЦ Сергей Макарович, 1955 года рождения, экономист, Заместитель начальника управления материального снабжения ГП ""Минский автомобильный завод"", г.Минск, Беспартийный",0,None,г.Минск,Автозаводской № 94,94,2000,1,,
Минск,Новосяд Владимир Владимирович,м,1968,"НОВОСЯД Владимир Владимирович, 1968 года рождения, юрист, Юрисконсульт газеты ""Молодежный проспект"", г.Минск, Беспартийный",0,None,г.Минск,Купаловский № 95,95,2000,1,,
Минск,Парфенович Владимир Владимирович,м,1958,"ПАРФЕНОВИЧ Владимир Владимирович, 1958 года рождения, тренер-преподаватель, Президент ООО ""Белорусское агентство финансовых инвестиций"", г.Минск, Беспартийный",0,None,г.Минск,Октябрьский № 97,97,2000,1,,
Минск,Скутов Николай Григорьевич,м,1951,"СКУТОВ Николай Григорьевич, 1951 года рождения, инженер, Генеральный директор белорусско-российско-украинского совместного предприятия ЗАО ""БелРосУкрнафта"", г.Минск, Беспартийный",0,None,г.Минск,Чкаловский № 98,98,2000,1,,
Минск,Ваганов Алексей Васильевич,м,1960,"ВАГАНОВ Алексей Васильевич, 1960 года рождения, физик, Генеральный директор совместного предприятия ""Лада-ОМС"", г.Минск, Член ЛДП",0,Либерально-демократическая партия,г.Минск,Есенинский № 99,99,2000,1,,
Минск,Мычко Иван Николаевич,м,1949,"МЫЧКО Иван Николаевич, 1949 года рождения, юрист, Заместитель главы администрации Московского района г.Минска, Беспартийный",0,None,г.Минск,Юго-Западный № 100,100,2000,1,,
Минск,Киселев Сергей Антонович,м,1961,"КИСЕЛЕВ Сергей Антонович, 1961 года рождения, экономист, Начальник инспекции № 1 государственного налогового комитета по Фрунзенскому району г.Минска, г.Минск, Беспартийный",0,None,г.Минск,Сухаревский № 101,101,2000,1,,
Минск,Машерова Наталья Петровна,ж,1945,"МАШЕРОВА Наталья Петровна, 1945 года рождения, филолог, Заместитель начальника Главного управления информационно-аналитической работы и связи с общественностью Парламентского собрания Союза Беларуси и России, г.Минск, Беспартийная",0,None,г.Минск,Западный № 102,102,2000,1,,
Минск,Нетылькин Анатолий Иванович,м,1941,"НЕТЫЛЬКИН Анатолий Иванович, 1941 года рождения, экономист, учитель, Председатель Центрального правления общественного объединения ""Белорусское товарищество инвалидов по зрению"", г.Минск, Член РПТиС",0,Республиканская партия труда и справедливости,г.Минск,Масюковщинский № 103,103,2000,1,,
Минск,Морозов Юрий Анатольевич,м,1965,"МОРОЗОВ Юрий Анатольевич, 1965 года рождения, инженер-строитель, менеджер, Заместитель генерального директора совместного белорусско-германского предприятия ""Белфарм"", г.Минск, Беспартийный",0,None,г.Минск,Старовиленский № 104,104,2000,1,,
Минск,Абрамова Ольга Михайловна,ж,1953,"АБРАМОВА Ольга Михайловна, 1953 года рождения, социолог, Директор научных и образовательных программ Аналитического центра ""Стратегия"", г.Минск, Беспартийная",0,None,г.Минск,Восточный № 106,106,2000,1,,
Минск,Марахин Виктор Иванович,м,1958,"МАРАХИН Виктор Иванович, 1958 года рождения, военнослужащий, Заместитель начальника 5291 военного представительства Министерства обороны Республики Беларусь, г.Минск, Беспартийный",0,None,г.Минск,Уручский № 108,108,2000,1,,
Минск,Александрович Владимир Александрович,м,1957,"АЛЕКСАНДРОВИЧ Владимир Александрович, 1957 года рождения, Учится в Белорусском негосударственном институте правоведения, Генеральный директор ИП ""ИТЭРА-Бел"", г.Минск, Член Белорусской социально-спортивной партии",0,Белорусская социальнр-спортивная партия,г.Минск,Менделеевский № 109,109,2000,1,,
Брестская область,Резников Владимир Алексеевич,м,1952,"РЕЗНИКОВ Владимир Алексеевич, 1952 года рождения, юрист, Заместитель начальника Управления Комитета государственной безопасности по Брестской области, г.Брест, Беспартийный",0,None,г.Брест,Березовский № 8,8,2000,1,,
Брестская область,Зданович Владимир Матвеевич,м,1959,"ЗДАНОВИЧ Владимир Матвеевич, 1959 года рождения, радиофизик, учитель, Директор гимназии г.Дрогичина, г.Дрогичин, Беспартийный",0,None,г.Дрогичин,Дрогичинский № 9,9,2000,1,,
Брестская область,Свирид Александр Владимирович,м,1946,"СВИРИД Александр Владимирович, 1946 года рождения, менеджер-экономист, Председатель Ганцевичского райисполкома, г.Ганцевичи, Член КПБ",0,Коммунистическая партия Беларуси,г.Ганцевичи,Ивацевичский № 10,10,2000,1,,
Брестская область,Кучинский Виктор Францевич,м,1958,"КУЧИНСКИЙ Виктор Францевич, 1958 года рождения, историк, юрист, экономист-менеджер, Помощник Президента Республики Беларусь - Директор Департамента по гуманитарной деятельности при Президенте Республики Беларусь, г.Минск, Беспартийный",0,None,г.Минск,Кобринский № 11,11,2000,1,,
Брестская область,Захарченко Валерий Николаевич,м,1950,"ЗАХАРЧЕНКО Валерий Николаевич, 1950 года рождения, инженер-строитель, Заместитель председателя Брестского облисполкома, г.Брест, Член КПБ",0,Коммунистическая партия Беларуси,г.Брест,Мухавецкий № 13,13,2000,1,,
Брестская область,Андреев Юрий Иванович,м,1954,"АНДРЕЕВ Юрий Иванович, 1954 года рождения, военнослужащий, Командир в/ч 1235, г.Пинск, Беспартийный",0,None,г.Пинск,Пинский городской № 14,14,2000,1,,
Гродненская область,Маскевич Сергей Александрович,м,1953,"Маскевич Сергей Александрович, 1953 года рождения, физик, ректор учреждения образования «Гродненский государственный университет имени Янки Купалы», проживающий в г. Гродно, беспартийный",0,None,г. Гродно,Гродненский - Центральный избирательный округ No 52,52,2005,1,Повторные выборы 20 марта 2005,
